Ad clicked Date,Ad Title/Id
2025/02/19 20:55:05 UTC,620408366
2024/07/27 13:18:03 UTC,445999453
2024/01/02 06:36:28 UTC,305345064
2024/07/25 15:14:33 UTC,438911004
2024/01/04 21:13:47 UTC,279346433
2024/07/28 17:43:02 UTC,444748253
2024/01/04 21:21:32 UTC,345538446
2024/07/29 12:25:16 UTC,444748223
2024/08/21 04:57:07 UTC,429683303
2024/07/31 16:40:57 UTC,487450126
2023/04/27 05:39:59 UTC,212393344
2024/07/31 15:31:55 UTC,489522356
2023/04/27 05:04:37 UTC,223894373
2024/07/31 15:31:56 UTC,489522356
2023/04/21 18:46:57 UTC,241737803
2024/07/31 15:31:57 UTC,489522356
2023/04/21 18:52:53 UTC,208064334
2024/07/31 15:31:58 UTC,489522356
2023/04/29 21:53:11 UTC,256278286
2024/08/01 17:24:27 UTC,444748223
2023/04/21 18:45:46 UTC,211874074
2024/08/02 09:15:56 UTC,442688324
2023/04/30 13:04:18 UTC,241275493
2024/08/06 06:50:57 UTC,429683303
2023/04/26 19:54:43 UTC,236102893
2024/07/18 07:02:47 UTC,452720296
2023/05/01 03:06:13 UTC,201364983
2024/07/18 07:18:14 UTC,454826933
2023/04/28 00:45:25 UTC,238671263
2024/08/05 09:03:01 UTC,448182344
2023/04/27 16:28:32 UTC,241737803
2024/08/01 04:51:08 UTC,445039423
2023/04/25 13:50:17 UTC,212146324
2024/08/05 11:58:02 UTC,466155773
2023/04/21 18:46:29 UTC,241099853
2024/08/05 11:58:03 UTC,466155773
2023/04/26 19:49:36 UTC,238506173
2024/08/05 11:58:04 UTC,466155773
2023/05/02 19:12:04 UTC,242189193
2024/08/04 05:49:10 UTC,489788566
2023/05/05 19:47:15 UTC,257560136
2024/08/04 05:49:20 UTC,393142486
2023/04/24 20:15:04 UTC,241877863
2024/08/02 13:34:19 UTC,464086873
2023/04/21 08:13:32 UTC,241334853
2024/07/31 15:49:12 UTC,482736326
2023/05/04 18:01:34 UTC,213391724
2024/07/20 15:53:01 UTC,476417696
2023/04/25 17:05:28 UTC,211985164
2024/08/01 04:03:06 UTC,489509756
2023/05/01 18:41:18 UTC,213400374
2024/08/06 21:21:46 UTC,469422673
2023/05/01 19:52:27 UTC,208842783
2024/08/09 21:09:44 UTC,491867816
2023/05/01 15:31:20 UTC,242532443
2024/08/09 08:33:47 UTC,491867816
2023/05/09 04:13:05 UTC,243609173
2024/08/09 08:41:01 UTC,491867816
2023/05/05 13:54:23 UTC,243560293
2024/08/09 09:11:58 UTC,491867816
2023/05/01 12:41:16 UTC,237832923
2024/08/09 09:14:06 UTC,302478914
2023/05/08 20:36:04 UTC,244138403
2024/08/12 18:59:04 UTC,437139606
2023/04/29 05:20:04 UTC,242501493
2024/08/09 08:42:41 UTC,491867816
2023/05/05 15:46:31 UTC,242776673
2024/08/09 08:42:56 UTC,491867816
2023/05/05 13:49:29 UTC,241722223
2024/08/12 18:29:16 UTC,444748253
2023/05/05 13:53:45 UTC,241771833
2024/08/14 12:03:02 UTC,491867816
2023/05/10 20:37:39 UTC,214145154
2024/08/10 08:20:13 UTC,491284926
2023/05/11 03:21:35 UTC,211720214
2024/08/13 10:21:55 UTC,475522346
2023/05/06 14:06:51 UTC,214020784
2024/08/06 09:14:57 UTC,424032143
2023/05/13 20:57:20 UTC,243894833
2024/08/14 16:37:54 UTC,491867816
2023/05/07 21:08:50 UTC,243802973
2024/07/19 21:18:36 UTC,454826933
2023/05/09 04:35:59 UTC,238398473
2024/08/19 17:06:32 UTC,462262374
2023/05/08 20:37:21 UTC,243834393
2024/08/20 21:51:47 UTC,457894354
2023/05/12 20:15:48 UTC,244853723
2024/08/19 19:36:35 UTC,478515673
2023/05/18 05:23:43 UTC,215492064
2024/08/19 19:36:37 UTC,478515673
2023/05/14 20:56:38 UTC,211176664
2024/08/19 20:15:00 UTC,478307043
2023/05/10 19:49:29 UTC,255700786
2024/08/18 06:39:41 UTC,457120596
2023/05/16 06:26:56 UTC,234859616
2024/08/21 18:50:10 UTC,479099653
2023/05/13 20:56:44 UTC,228385603
2024/08/27 21:23:06 UTC,499179106
2023/04/28 09:52:47 UTC,240568023
2024/08/28 05:43:30 UTC,404315123
2023/05/09 04:36:41 UTC,214148584
2024/08/21 06:25:58 UTC,445039423
2023/05/15 11:02:54 UTC,244697313
2024/08/28 07:39:08 UTC,466242744
2023/05/13 20:56:41 UTC,228385603
2024/08/28 07:39:33 UTC,463113254
2023/05/15 11:03:06 UTC,215228984
2024/08/24 09:13:47 UTC,487450126
2023/05/02 15:53:53 UTC,242532443
2024/08/24 09:30:56 UTC,466032753
2023/05/14 20:57:00 UTC,244697313
2024/08/26 03:14:51 UTC,429692823
2023/05/22 10:32:18 UTC,215261874
2024/08/24 08:59:52 UTC,479099653
2023/05/25 19:09:53 UTC,216019814
2024/08/29 05:12:02 UTC,485944133
2023/05/26 21:38:03 UTC,214508534
2024/08/29 05:12:19 UTC,485944133
2023/05/13 15:42:35 UTC,244853993
2024/08/29 05:12:21 UTC,485944133
2023/05/21 19:38:09 UTC,216080924
2024/08/29 05:12:22 UTC,485944133
2023/05/26 10:08:18 UTC,243833403
2024/08/29 05:12:24 UTC,485944133
2023/05/25 19:09:50 UTC,216019814
2024/08/29 05:12:31 UTC,485944133
2023/05/24 09:50:53 UTC,244951593
2024/08/29 05:12:35 UTC,485944133
2023/05/26 10:06:52 UTC,259537966
2024/08/30 06:57:13 UTC,466683944
2023/05/27 04:07:15 UTC,246886293
2024/08/26 15:47:10 UTC,463145214
2023/05/30 03:10:00 UTC,214771964
2024/08/01 12:55:56 UTC,464086873
2023/05/26 21:05:52 UTC,217083414
2024/08/31 15:37:05 UTC,502861416
2023/05/26 21:06:21 UTC,216849134
2024/08/27 20:24:05 UTC,466264194
2023/05/23 14:33:49 UTC,182150406
2024/09/04 14:31:14 UTC,488544303
2023/05/24 18:27:35 UTC,260180046
2024/09/07 14:05:32 UTC,469993223
2023/06/01 20:28:11 UTC,244241973
2024/09/07 14:05:35 UTC,469993223
2023/06/01 18:31:27 UTC,217042054
2024/09/06 13:31:59 UTC,492867153
2023/06/01 19:13:39 UTC,248284393
2024/09/06 13:32:20 UTC,488308113
2023/06/03 05:59:35 UTC,260949856
2024/09/08 14:29:36 UTC,457894354
2023/06/01 05:48:54 UTC,245436963
2024/09/05 19:52:45 UTC,488308113
2023/04/27 05:13:56 UTC,211984224
2024/09/07 07:12:39 UTC,506819176
2023/05/26 10:08:21 UTC,243833403
2024/09/07 04:47:26 UTC,504040126
2023/06/01 16:56:50 UTC,195270074
2024/09/09 05:40:30 UTC,429692823
2023/05/30 20:19:44 UTC,215261874
2024/08/22 16:49:43 UTC,462636384
2023/06/02 05:15:23 UTC,215258734
2024/09/08 13:11:58 UTC,492867153
2023/06/01 16:57:55 UTC,256583956
2024/09/08 10:14:11 UTC,354304594
2023/05/30 05:55:44 UTC,260808456
2024/09/08 10:14:15 UTC,354304594
2023/06/01 07:15:59 UTC,260949876
2024/09/08 10:14:28 UTC,469993223
2023/06/07 05:48:53 UTC,218623864
2024/09/08 10:45:57 UTC,492867153
2023/05/21 19:46:28 UTC,216182394
2024/09/11 06:49:18 UTC,469993223
2023/06/05 05:24:14 UTC,247870083
2024/09/13 16:57:31 UTC,457894354
2023/06/01 16:57:08 UTC,240234883
2024/09/13 16:57:52 UTC,354267924
2023/06/02 05:13:57 UTC,217865104
2024/09/13 16:59:01 UTC,492867153
2023/06/01 16:57:22 UTC,243833403
2024/09/12 10:51:21 UTC,512464646
2023/05/26 05:02:09 UTC,246961613
2024/09/11 14:10:48 UTC,479669804
2023/05/23 07:07:41 UTC,216054664
2024/09/13 09:48:32 UTC,447593143
2023/06/11 08:18:06 UTC,248211263
2024/09/14 06:58:39 UTC,471527954
2023/06/08 20:26:15 UTC,217859704
2024/09/14 06:58:49 UTC,471527954
2023/06/11 06:30:41 UTC,234859616
2024/09/12 17:28:49 UTC,512464646
2023/06/11 12:08:53 UTC,216849134
2024/09/07 20:38:15 UTC,492837963
2023/05/23 07:27:10 UTC,243886013
2024/09/07 20:40:37 UTC,488215003
2023/06/15 11:34:21 UTC,250120813
2024/07/27 14:46:58 UTC,487268556
2023/06/15 11:34:34 UTC,213354394
2024/09/16 18:53:25 UTC,509826196
2023/06/15 06:18:50 UTC,248777073
2024/09/18 13:53:13 UTC,513440176
2023/04/30 13:03:38 UTC,256278286
2024/09/18 13:53:35 UTC,505208143
2023/06/21 06:41:49 UTC,250256383
2024/09/16 15:02:27 UTC,496888743
2023/06/19 17:54:57 UTC,250760083
2024/09/15 18:52:22 UTC,509826196
2023/06/08 20:25:58 UTC,247879143
2024/09/16 06:10:38 UTC,509826196
2023/06/21 05:13:16 UTC,250707393
2024/09/15 19:25:11 UTC,512464646
2023/06/20 05:09:37 UTC,219986224
2024/09/06 05:18:51 UTC,429692823
2023/06/21 17:31:22 UTC,218623874
2024/09/17 17:39:32 UTC,479691894
2023/06/21 04:56:45 UTC,249148443
2024/09/17 17:41:09 UTC,479956754
2023/06/22 05:20:56 UTC,246517023
2024/09/18 13:51:10 UTC,499327283
2023/06/21 14:07:03 UTC,251254583
2024/09/17 19:21:44 UTC,479956754
2023/06/24 08:07:32 UTC,251322003
2024/09/17 17:26:52 UTC,492867153
2023/06/23 06:30:04 UTC,251330483
2024/09/22 20:14:38 UTC,429692823
2023/06/23 07:09:41 UTC,249921383
2024/09/25 19:32:52 UTC,524990936
2023/06/19 17:54:37 UTC,249877503
2024/09/21 07:33:22 UTC,519843736
2023/06/21 05:07:21 UTC,220024394
2024/09/26 09:03:17 UTC,520050206
2023/06/26 05:44:31 UTC,220852774
2024/09/26 06:21:15 UTC,519271526
2023/06/23 14:41:24 UTC,248563443
2024/09/26 06:21:29 UTC,485161884
2023/06/25 11:54:38 UTC,219977264
2024/09/26 06:21:41 UTC,513869886
2023/06/21 14:47:44 UTC,220173684
2024/09/26 06:22:17 UTC,479604734
2023/06/29 05:39:59 UTC,250532933
2024/09/26 06:27:14 UTC,519977666
2023/06/29 05:40:16 UTC,249878593
2024/08/29 06:22:39 UTC,482736326
2023/06/26 17:30:19 UTC,251179813
2024/09/27 16:10:16 UTC,429692823
2023/06/22 13:52:32 UTC,213691494
2024/09/25 18:25:29 UTC,520050206
2023/06/27 19:07:03 UTC,217593464
2024/09/25 18:25:29 UTC,520050206
2023/06/27 19:06:38 UTC,249875823
2024/09/27 16:10:11 UTC,429692823
2023/07/01 13:32:54 UTC,248563433
2024/09/28 11:14:59 UTC,429692823
2023/07/01 13:35:06 UTC,224251463
2024/09/28 11:15:18 UTC,485161884
2023/06/25 08:27:01 UTC,218827224
2024/09/29 18:04:59 UTC,524488006
2023/07/01 20:00:00 UTC,268151576
2024/09/24 19:29:09 UTC,513869886
2023/07/01 20:06:46 UTC,210297063
2024/09/30 05:39:54 UTC,524972276
2023/07/01 20:06:48 UTC,210297063
2024/09/29 08:46:26 UTC,417346264
2023/06/29 16:58:18 UTC,268151476
2024/07/05 18:25:24 UTC,433691594
2023/06/22 15:45:56 UTC,251029263
2024/10/01 19:28:28 UTC,525977606
2023/07/07 18:16:03 UTC,222339184
2024/10/06 05:25:14 UTC,508247564
2023/06/11 06:48:32 UTC,249412833
2024/10/06 13:06:25 UTC,356958476
2023/05/08 20:38:00 UTC,207693494
2024/09/30 07:50:50 UTC,429692823
2023/07/09 11:54:57 UTC,253302173
2024/09/30 13:37:55 UTC,469993223
2023/07/07 22:51:16 UTC,240888703
2024/09/29 15:27:15 UTC,507722283
2023/07/10 20:30:34 UTC,252099673
2024/10/04 13:43:08 UTC,501017534
2023/07/10 07:50:52 UTC,214540784
2024/09/29 10:28:17 UTC,512328666
2023/07/07 04:45:49 UTC,202439544
2024/10/08 16:39:16 UTC,508549614
2023/06/25 17:02:00 UTC,220852774
2024/10/09 20:43:34 UTC,466211574
2023/06/25 21:50:43 UTC,220501504
2024/10/11 18:20:42 UTC,511912803
2023/07/10 08:39:23 UTC,219075004
2024/09/25 19:32:50 UTC,524990936
2023/07/09 18:32:43 UTC,222076904
2024/09/25 19:32:53 UTC,524990936
2023/07/09 18:39:56 UTC,222076904
2024/09/25 19:32:54 UTC,524990936
2023/07/09 06:08:24 UTC,222199264
2024/10/09 18:29:39 UTC,511912803
2023/07/09 06:08:56 UTC,220482144
2024/10/13 08:31:42 UTC,510381504
2023/07/09 06:09:14 UTC,252147913
2024/10/10 04:07:54 UTC,511912803
2023/07/09 06:09:26 UTC,244929713
2024/10/15 23:57:23 UTC,343511993
2023/07/14 20:23:39 UTC,253391873
2024/12/28 11:11:14 UTC,507578003
2023/07/19 06:56:27 UTC,223814484
2024/12/28 11:11:17 UTC,507578003
2023/07/19 21:10:27 UTC,270681306
2024/12/28 11:12:25 UTC,560783366
2023/07/16 18:03:01 UTC,253430073
2024/12/28 19:48:57 UTC,558460543
2023/07/16 11:52:05 UTC,254155953
2024/12/27 10:32:43 UTC,563800363
2023/07/19 05:13:04 UTC,254691123
2024/12/27 10:32:44 UTC,563800363
2023/07/17 17:58:22 UTC,253863633
2025/01/01 05:45:33 UTC,558808033
2023/07/20 18:33:11 UTC,254309993
2025/01/01 05:47:39 UTC,563274803
2023/07/20 18:34:23 UTC,254998273
2025/01/03 21:47:59 UTC,558808033
2023/07/19 08:29:22 UTC,223965984
2025/01/03 21:48:01 UTC,558808033
2023/07/19 08:29:25 UTC,223965984
2025/01/03 21:48:09 UTC,558808033
2023/05/14 20:31:45 UTC,244961193
2025/01/08 21:30:40 UTC,551024133
2023/07/21 17:36:56 UTC,254196643
2025/01/11 07:52:32 UTC,429692823
2023/07/23 12:52:38 UTC,255568753
2025/01/09 16:58:12 UTC,571392973
2023/07/28 20:50:36 UTC,272797826
2025/01/09 16:58:15 UTC,571392973
2023/07/22 08:36:00 UTC,255081413
2025/01/09 16:58:45 UTC,567561423
2023/07/22 08:36:21 UTC,269938606
2025/01/10 21:10:26 UTC,571392973
2023/07/22 08:39:10 UTC,254990643
2024/12/29 10:19:12 UTC,555177273
2023/07/22 08:39:54 UTC,270242746
2025/01/10 12:24:58 UTC,616024616
2023/07/25 17:43:59 UTC,272097536
2025/01/10 12:42:03 UTC,571392973
2023/07/20 22:37:20 UTC,255568753
2025/01/17 17:14:31 UTC,617857426
2023/07/09 04:41:46 UTC,253253753
